yes 2 0 cut_instr person
new 3 0 ride_instr person
new 4 0 talk_on_phone_instr person
new 5 0 kick_obj person
new 6 0 work_on_computer_instr person
new 7 0 eat_obj person
new 8 0 sit_instr person
new 10 0 lay_instr person
new 11 0 drink_instr person
yes 12 0 carry_obj person
new 13 0 throw_obj person
yes 14 0 look_obj person
new 15 0 hit_instr person
new 16 0 snowboard_instr person
new 17 0 read_obj person
yes 18 0 hold_obj person
new 19 0 skateboard_instr person
new 20 0 catch_obj person
new 2 1 cut_instr bicycle
yes 3 1 ride_instr bicycle
new 4 1 talk_on_phone_instr bicycle
new 5 1 kick_obj bicycle
new 6 1 work_on_computer_instr bicycle
new 7 1 eat_obj bicycle
yes 8 1 sit_instr bicycle
new 10 1 lay_instr bicycle
new 11 1 drink_instr bicycle
new 12 1 carry_obj bicycle
new 13 1 throw_obj bicycle
yes 14 1 look_obj bicycle
new 15 1 hit_instr bicycle
new 16 1 snowboard_instr bicycle
new 17 1 read_obj bicycle
yes 18 1 hold_obj bicycle
new 19 1 skateboard_instr bicycle
new 20 1 catch_obj bicycle
new 2 2 cut_instr car
yes 3 2 ride_instr car
new 4 2 talk_on_phone_instr car
new 5 2 kick_obj car
new 6 2 work_on_computer_instr car
new 7 2 eat_obj car
new 8 2 sit_instr car
new 10 2 lay_instr car
new 11 2 drink_instr car
new 12 2 carry_obj car
new 13 2 throw_obj car
yes 14 2 look_obj car
new 15 2 hit_instr car
new 16 2 snowboard_instr car
new 17 2 read_obj car
new 18 2 hold_obj car
new 19 2 skateboard_instr car
new 20 2 catch_obj car
new 2 3 cut_instr motorcycle
yes 3 3 ride_instr motorcycle
new 4 3 talk_on_phone_instr motorcycle
new 5 3 kick_obj motorcycle
new 6 3 work_on_computer_instr motorcycle
new 7 3 eat_obj motorcycle
yes 8 3 sit_instr motorcycle
new 10 3 lay_instr motorcycle
new 11 3 drink_instr motorcycle
new 12 3 carry_obj motorcycle
new 13 3 throw_obj motorcycle
yes 14 3 look_obj motorcycle
new 15 3 hit_instr motorcycle
new 16 3 snowboard_instr motorcycle
new 17 3 read_obj motorcycle
yes 18 3 hold_obj motorcycle
new 19 3 skateboard_instr motorcycle
new 20 3 catch_obj motorcycle
new 2 4 cut_instr airplane
new 3 4 ride_instr airplane
new 4 4 talk_on_phone_instr airplane
new 5 4 kick_obj airplane
new 6 4 work_on_computer_instr airplane
new 7 4 eat_obj airplane
new 8 4 sit_instr airplane
new 10 4 lay_instr airplane
new 11 4 drink_instr airplane
new 12 4 carry_obj airplane
new 13 4 throw_obj airplane
yes 14 4 look_obj airplane
new 15 4 hit_instr airplane
new 16 4 snowboard_instr airplane
new 17 4 read_obj airplane
new 18 4 hold_obj airplane
new 19 4 skateboard_instr airplane
new 20 4 catch_obj airplane
new 2 5 cut_instr bus
yes 3 5 ride_instr bus
new 4 5 talk_on_phone_instr bus
new 5 5 kick_obj bus
new 6 5 work_on_computer_instr bus
new 7 5 eat_obj bus
new 8 5 sit_instr bus
new 10 5 lay_instr bus
new 11 5 drink_instr bus
new 12 5 carry_obj bus
new 13 5 throw_obj bus
yes 14 5 look_obj bus
new 15 5 hit_instr bus
new 16 5 snowboard_instr bus
new 17 5 read_obj bus
new 18 5 hold_obj bus
new 19 5 skateboard_instr bus
new 20 5 catch_obj bus
new 2 6 cut_instr train
yes 3 6 ride_instr train
new 4 6 talk_on_phone_instr train
new 5 6 kick_obj train
new 6 6 work_on_computer_instr train
new 7 6 eat_obj train
new 8 6 sit_instr train
new 10 6 lay_instr train
new 11 6 drink_instr train
new 12 6 carry_obj train
new 13 6 throw_obj train
yes 14 6 look_obj train
new 15 6 hit_instr train
new 16 6 snowboard_instr train
new 17 6 read_obj train
new 18 6 hold_obj train
new 19 6 skateboard_instr train
new 20 6 catch_obj train
new 2 7 cut_instr truck
yes 3 7 ride_instr truck
new 4 7 talk_on_phone_instr truck
new 5 7 kick_obj truck
new 6 7 work_on_computer_instr truck
new 7 7 eat_obj truck
new 8 7 sit_instr truck
new 10 7 lay_instr truck
new 11 7 drink_instr truck
new 12 7 carry_obj truck
new 13 7 throw_obj truck
yes 14 7 look_obj truck
new 15 7 hit_instr truck
new 16 7 snowboard_instr truck
new 17 7 read_obj truck
yes 18 7 hold_obj truck
new 19 7 skateboard_instr truck
new 20 7 catch_obj truck
new 2 8 cut_instr boat
yes 3 8 ride_instr boat
new 4 8 talk_on_phone_instr boat
new 5 8 kick_obj boat
new 6 8 work_on_computer_instr boat
new 7 8 eat_obj boat
new 8 8 sit_instr boat
new 10 8 lay_instr boat
new 11 8 drink_instr boat
new 12 8 carry_obj boat
new 13 8 throw_obj boat
new 14 8 look_obj boat
